,movie_title,imdb_score,cluster_KMeans
2439,The Adventures of Elmo in Grouchland,5.8,4
2440,Brooklyn's Finest,6.7,12
2441,55 Days at Peking,6.8,1
2442,Evil Dead,6.5,0
2443,My Life in Ruins,5.9,11
2444,American Dreamz,5.5,6
2445,Superman IV: The Quest for Peace,3.6,5
2446,How She Move,3.3,3
2447,Running Scared,7.4,12
2448,Bobby Jones: Stroke of Genius,6.7,13
2449,Shanghai Surprise,3.0,11
2450,The Illusionist,7.6,17
2451,Roar,6.4,0
2452,Veronica Guerin,6.9,20
2453,Escobar: Paradise Lost,6.6,12
2454,Southland Tales,5.5,17
2455,Dragon Hunters,6.6,8
2456,Damnation Alley,5.2,5
2457,The Apparition,4.1,0
2458,My Girl,6.8,11
2459,Fur: An Imaginary Portrait of Diane Arbus,6.5,20
2460,Wall Street,7.4,3
2461,Sense and Sensibility,7.7,11
2462,Becoming Jane,7.1,20
2463,Sydney White,6.3,11
2464,House of Sand and Fog,7.6,3
2465,Dead Poets Society,8.0,3
2466,Dumb & Dumber,7.3,6
2467,When Harry Met Sally...,7.6,11
2468,The Verdict,7.8,3
2469,Road Trip,6.5,6
2470,Varsity Blues,6.4,13
2471,The Artist,8.0,11
2472,The Unborn,4.8,17
2473,Moonrise Kingdom,7.8,9
2474,The Texas Chainsaw Massacre: The Beginning,5.9,0
2475,The Young Messiah,5.4,3
2476,The Master of Disguise,3.3,6
2477,Pan's Labyrinth,8.2,1
2478,See Spot Run,5.4,6
2479,Baby Boy,6.4,12
2480,The Roommate,4.8,0
2481,Joe Dirt,5.9,6
2482,Double Impact,5.5,12
2483,Hot Fuzz,7.9,17
2484,The Women,4.9,6
2485,Vicky Cristina Barcelona,7.2,21
2486,Arn: The Knight Templar,6.6,1
2487,Boys and Girls,5.3,11
2488,White Oleander,7.2,3
2489,Jennifer's Body,5.1,0
2490,Drowning Mona,5.6,17
2491,Radio Days,7.6,21
2492,Remember Me,7.2,11
2493,How to Deal,5.7,11
2494,My Stepmother Is an Alien,5.2,11
2495,Philadelphia,7.7,3
2496,The Thirteenth Floor,7.0,17
2497,The Cookout,3.6,6
2498,Meteor,4.9,5
2499,Duets,6.0,3
2500,Hollywood Ending,6.6,11
2501,Detroit Rock City,6.8,6
2502,Highlander,7.2,5
2503,Things We Lost in the Fire,7.2,3
2504,Steel,2.8,5
2505,The Immigrant,6.6,11
2506,The White Countess,6.7,1
2507,Trance,7.0,17
2508,Soul Plane,4.4,6
2509,Welcome to the Sticks,7.1,11
2510,Good,6.2,1
2511,Enter the Void,7.3,3
2512,Vamps,5.1,0
2513,Hachi: A Dog's Tale,8.1,3
2514,Zulu,6.7,12
2515,The Homesman,6.6,15
2516,Juwanna Mann,4.5,13
2517,Ararat,6.6,1
2518,Madison,6.5,13
2519,Slow Burn,5.9,17
2520,Wasabi,6.6,12
2521,Slither,6.5,0
2522,Beverly Hills Cop,7.3,12
2523,Home Alone,7.5,6
2524,3 Men and a Baby,5.9,21
2525,Tootsie,7.4,11
2526,Top Gun,6.9,21
2527,"Crouching Tiger, Hidden Dragon",7.9,11
2528,American Beauty,8.4,9
2529,The King's Speech,8.0,20
2530,Twins,6.0,6
2531,The Yellow Handkerchief,6.8,11
2532,The Color Purple,7.8,21
2533,Tidal Wave,5.7,12
2534,Ben-Hur,6.1,20
2535,The Imitation Game,8.1,9
2536,Private Benjamin,6.1,1
2537,Coal Miner's Daughter,7.5,4
2538,Diary of a Wimpy Kid,6.2,6
2539,Mama,6.2,0
2540,National Lampoon's Vacation,7.4,21
2541,Bad Grandpa,6.6,6
2542,The Queen,7.3,20
2543,Beetlejuice,7.5,21
2544,Why Did I Get Married?,5.6,3
2545,Little Women,7.3,11
2546,The Woman in Black,6.4,0
2547,When a Stranger Calls,5.0,0
2548,Big Fat Liar,5.4,6
2549,The Deer Hunter,8.2,1
2550,Wag the Dog,7.1,3
2551,The Lizzie McGuire Movie,5.3,6
2552,Snitch,6.5,12
2553,Krampus,6.2,0
2554,The Faculty,6.4,17
2555,What's Love Got to Do with It,7.2,20
2556,Cop Land,6.9,12
2557,Not Another Teen Movie,5.7,6
2558,End of Watch,7.7,12
2559,Aloha,5.4,2
2560,The Skulls,5.6,12
2561,The Theory of Everything,7.7,20
2562,Malibu's Most Wanted,5.1,6
2563,Where the Heart Is,6.8,11
2564,Lawrence of Arabia,8.4,1
2565,Halloween II,4.9,0
2566,Wild,7.1,20
2567,The Last House on the Left,6.6,0
2568,The Wedding Date,6.1,11
2569,Halloween: Resurrection,4.1,0
2570,Clash of the Titans,5.8,5
2571,The Princess Bride,8.1,8
2572,The Great Debaters,7.6,21
2573,Drive,7.8,9
2574,Confessions of a Teenage Drama Queen,4.6,6
2575,The Object of My Affection,6.0,11
2576,28 Weeks Later,7.0,0
2577,When the Game Stands Tall,6.7,13
2578,Because of Winn-Dixie,6.4,6
2579,Love & Basketball,7.2,13
2580,Grosse Pointe Blank,7.4,12
2581,All About Steve,4.8,11
2582,Book of Shadows: Blair Witch 2,4.0,17
2583,The Craft,6.2,0
2584,Match Point,7.7,21
2585,Ramona and Beezus,6.7,8
2586,The Remains of the Day,7.9,11
2587,Boogie Nights,7.9,3
2588,Nowhere to Run,5.5,12
2589,Flicka,6.2,3
2590,The Hills Have Eyes II,5.1,0
2591,Urban Legends: Final Cut,4.1,17
2592,Tuck Everlasting,6.7,11
2593,The Marine,4.7,12
2594,Keanu,6.4,6
2595,Country Strong,6.3,3
2596,Disturbing Behavior,5.5,17
2597,The Place Beyond the Pines,7.3,12
2598,The November Man,6.3,12
2599,Eye of the Beholder,4.9,17
2600,The Hurt Locker,7.6,1
2601,Firestarter,6.0,0
2602,Killing Them Softly,6.2,12
2603,A Most Wanted Man,6.8,12
2604,Freddy Got Fingered,4.5,6
2605,The Pirates Who Don't Do Anything: A VeggieTales Movie,5.7,8
2606,U2 3D,8.4,10
2607,Highlander: Endgame,4.6,5
2608,Idlewild,6.2,4
2609,One Day,7.0,11
2610,Whip It,6.9,13
2611,Knockaround Guys,6.1,12
2612,Confidence,6.7,12
2613,The Muse,5.6,6
2614,De-Lovely,6.6,4
2615,New York Stories,6.4,11
2616,Barney's Great Adventure,2.8,6
2617,The Man with the Iron Fists,5.4,5
2618,Home Fries,5.0,11
2619,Here on Earth,5.1,11
2620,Brazil,8.0,3
2621,Raise Your Voice,5.9,11
2622,The Big Lebowski,8.2,2
2623,Black Snake Moan,7.0,3
2624,Dark Blue,6.6,12
2625,A Mighty Heart,6.7,1
2626,Whatever It Takes,5.5,11
2627,Boat Trip,4.9,6
2628,The Importance of Being Earnest,6.9,11
2629,Hoot,5.6,6
2630,In Bruges,8.0,3
2631,Peeples,5.3,11
2632,The Rocker,6.2,6
2633,Post Grad,5.3,11
2634,Promised Land,6.6,3
2635,Whatever Works,7.2,11
2636,The In Crowd,4.6,17
2637,Three Burials,7.5,15
2638,Jakob the Liar,6.5,1
2639,Kiss Kiss Bang Bang,7.6,17
2640,Idle Hands,6.2,0
2641,Mulholland Drive,8.0,17
2642,Blood and Chocolate,5.5,0
2643,You Will Meet a Tall Dark Stranger,6.3,11
2644,Never Let Me Go,7.2,11
2645,Transsiberian,6.7,17
2646,The Clan of the Cave Bear,5.3,3
2647,Crazy in Alabama,6.3,3
2648,Funny Games,6.5,12
2649,Listening,5.6,3
2650,Felicia's Journey,7.0,3
2651,Metropolis,8.3,3
2652,District B13,7.2,12
2653,Things to Do in Denver When You're Dead,6.8,3
2654,The Assassin,6.4,3
2655,Buffalo Soldiers,6.9,1
2656,The Return,8.0,17
2657,Ong-bak 2,6.2,6
2658,Centurion,6.4,1
2659,Silent Trigger,5.6,12
2660,The Midnight Meat Train,6.1,17
2661,Winnie Mandela,6.0,20
2662,The Son of No One,5.1,12
2663,All the Queen's Men,4.5,1
2664,The Good Night,5.9,11
2665,Bathory: Countess of Blood,6.0,20
2666,Khumba,5.8,8
2667,Automata,6.1,5
2668,Dungeons & Dragons: Wrath of the Dragon God,4.9,5
2669,Chiamatemi Francesco - Il Papa della gente,5.7,20
2670,Shinjuku Incident,7.1,12
2671,Pandaemonium,6.6,20
2672,Groundhog Day,8.1,21
2673,Magic Mike XXL,5.7,3
2674,Romeo + Juliet,6.8,11
2675,Sarah's Key,7.5,1
2676,Freedom,6.2,3
2677,Unforgiven,8.3,15
2678,Manderlay,7.4,3
2679,Slumdog Millionaire,8.0,9
2680,Fatal Attraction,6.9,11
2681,Pretty Woman,6.9,11
2682,Crocodile Dundee II,5.5,5
2683,Broken Horses,5.7,17
2684,Born on the Fourth of July,7.2,1
2685,Cool Runnings,6.9,13
2686,My Bloody Valentine,5.5,0
2687,First Blood,7.7,5
2688,Stomp the Yard,5.2,11
2689,The Spy Who Loved Me,7.1,5
2690,Urban Legend,5.5,17
2691,Good Deeds,5.4,11
2692,White Fang,6.7,3
2693,Superstar,5.0,11
2694,The Iron Lady,6.4,20
2695,Jonah: A VeggieTales Movie,6.6,4
2696,Poetic Justice,5.9,11
2697,All About the Benjamins,5.7,12
2698,Vampire in Brooklyn,4.5,0
2699,Exorcist II: The Heretic,3.7,0
2700,An American Haunting,5.0,17
2701,My Boss's Daughter,4.6,11
2702,A Perfect Getaway,6.5,17
2703,Our Family Wedding,4.9,11
2704,Dead Man on Campus,6.0,6
2705,Tea with Mussolini,6.9,1
2706,Thinner,5.7,0
2707,"New York, New York",6.7,4
2708,Crooklyn,6.9,3
2709,I Think I Love My Wife,5.5,11
2710,Jason X,4.4,0
2711,Bobby,7.0,20
2712,Head Over Heels,5.4,11
2713,Fun Size,5.4,6
2714,The Diving Bell and the Butterfly,8.0,20
2715,Little Children,7.6,11
2716,Gossip,5.9,17
2717,A Walk on the Moon,6.6,3
2718,Catch a Fire,6.7,20
2719,Soul Survivors,3.9,17
2720,Jefferson in Paris,5.7,20
2721,Easy Virtue,6.7,11
2722,Caravans,6.5,5
2723,Mr. Turner,6.8,20
2724,Wild Grass,6.3,11
2725,Amen.,7.3,1
2726,Reign of Assassins,6.9,3
2727,The Lucky Ones,7.0,1
2728,Margaret,6.5,3
2729,Stan Helsing,3.6,0
2730,Flipped,7.7,11
2731,Brokeback Mountain,7.7,2
2732,Teenage Mutant Ninja Turtles,5.9,9
2733,Clueless,6.8,11
2734,Far from Heaven,7.4,11
2735,Hot Tub Time Machine 2,5.1,6
2736,Quills,7.4,20
2737,Seven Psychopaths,7.2,12
2738,The Caveman's Valentine,6.0,17
2739,Downfall,8.3,1
2740,The Sea Inside,8.1,20
2741,Under the Skin,6.3,0
2742,"Good Morning, Vietnam",7.3,1
2743,The Last Godfather,3.6,6
2744,Justin Bieber: Never Say Never,1.6,10
2745,Black Swan,8.0,9
2746,RoboCop,6.2,9
2747,The Godfather: Part II,9.0,9
2748,Save the Last Dance,6.1,11
2749,A Nightmare on Elm Street 4: The Dream Master,5.7,0
2750,Miracles from Heaven,6.8,3
2751,"Dude, Where's My Car?",5.5,6
2752,Young Guns,6.8,15
2753,St. Vincent,7.3,3
2754,About Last Night,6.1,11
2755,10 Things I Hate About You,7.2,11
2756,The New Guy,5.9,6
2757,Loaded Weapon 1,6.1,12
2758,The Shallows,6.8,0
2759,The Butterfly Effect,7.7,5
2760,Snow Day,4.9,6
2761,This Christmas,6.1,11
2762,Baby Geniuses,2.5,6
2763,The Big Hit,6.1,12
2764,Harriet the Spy,5.9,6
2765,Child's Play 2,5.7,0
2766,No Good Deed,5.6,12
2767,The Mist,7.2,0
2768,Ex Machina,7.7,9
2769,Being John Malkovich,7.8,3
2770,Two Can Play That Game,6.1,11
2771,Earth to Echo,5.8,5
2772,Crazy/Beautiful,6.5,11
2773,Letters from Iwo Jima,7.9,1
2774,The Astronaut Farmer,6.3,5
2775,Woo,3.8,11
2776,Room,8.3,9
2777,Dirty Work,6.4,6
2778,Serial Mom,6.7,12
2779,Dick,6.1,6
2780,Light It Up,6.0,3
2781,54,5.8,3
2782,Bubble Boy,5.6,5
2783,Birthday Girl,6.1,12
2784,21 & Over,5.9,6
2785,"Paris, je t'aime",7.3,11
2786,Resurrecting the Champ,6.8,13
2787,Admission,5.7,11
2788,The Widow of Saint-Pierre,7.3,11
2789,Chloe,6.3,17
2790,Faithful,5.9,6
2791,Brothers,7.1,3
2792,Find Me Guilty,7.1,20
2793,The Perks of Being a Wallflower,8.0,9
2794,Excessive Force,5.1,6
2795,Infamous,7.1,20
2796,The Claim,6.5,15
2797,The Vatican Tapes,4.5,0
2798,Attack the Block,6.6,5
2799,In the Land of Blood and Honey,4.3,1
2800,The Call,6.7,12
2801,Operation Chromite,6.8,1
2802,The Crocodile Hunter: Collision Course,5.4,6
2803,I Love You Phillip Morris,6.6,20
2804,Quest for Fire,7.4,20
2805,Antwone Fisher,7.3,21
2806,The Emperor's Club,6.9,3
2807,True Romance,8.0,21
2808,Womb,6.4,11
2809,Glengarry Glen Ross,7.8,17
2810,The Killer Inside Me,6.1,12
2811,Cat People,6.1,0
2812,Sorority Row,5.1,17
2813,The Prisoner of Zenda,7.8,11
2814,Lars and the Real Girl,7.4,11
2815,The Boy in the Striped Pajamas,7.8,1
2816,Dancer in the Dark,8.0,4
2817,Oscar and Lucinda,6.7,11
2818,The Funeral,6.6,3
2819,Solitary Man,6.4,11
2820,Machete,6.7,12
2821,Casino Jack,6.2,20
2822,The Land Before Time,7.3,8
2823,Tae Guk Gi: The Brotherhood of War,8.1,1
2824,The Perfect Game,7.0,13
2825,The Exorcist,8.0,0
2826,Jaws,8.0,21
2827,American Pie,7.0,6
2828,Ernest & Celestine,7.9,8
2829,The Golden Child,5.9,5
2830,Think Like a Man,6.6,11
2831,Barbershop,6.3,3
2832,Star Trek II: The Wrath of Khan,7.7,5
2833,Ace Ventura: Pet Detective,6.9,6
2834,WarGames,7.1,5
2835,Witness,7.4,12
2836,Act of Valor,6.5,1
2837,Step Up,6.5,11
2838,Beavis and Butt-Head Do America,6.8,8
2839,Jackie Brown,7.5,21
2840,Harold & Kumar Escape from Guantanamo Bay,6.6,6
2841,Chronicle,7.1,3
2842,Yentl,6.6,4
2843,Time Bandits,7.0,5
2844,Crossroads,3.3,6
2845,Project X,6.7,6
2846,Patton,8.0,1
2847,One Hour Photo,6.8,3
2848,Quarantine,6.0,0
2849,The Eye,5.4,17
2850,Johnson Family Vacation,4.3,6
2851,How High,6.2,6
2852,The Muppet Christmas Carol,7.7,4
2853,Casino Royale,8.0,9
2854,Frida,7.4,20
2855,Katy Perry: Part of Me,5.9,10
2856,The Fault in Our Stars,7.8,9
2857,Rounders,7.4,3
2858,Top Five,6.5,11
2859,Prophecy,5.4,0
2860,Stir of Echoes,7.0,17
2861,Philomena,7.6,20
2862,The Upside of Anger,6.9,3
2863,The Boys from Brazil,7.0,3
2864,Aquamarine,5.3,6
2865,Paper Towns,6.4,17
2866,My Baby's Daddy,4.5,6
2867,Nebraska,7.8,3
2868,Tales from the Crypt: Demon Knight,6.7,0
2869,Max Keeble's Big Move,5.3,6
2870,Young Adult,6.3,3
2871,Crank,7.0,12
2872,How to Be a Player,5.3,6
2873,Living Out Loud,6.6,11
2874,Just Wright,5.8,13
2875,Rachel Getting Married,6.7,11
2876,The Postman Always Rings Twice,6.6,12
2877,Girl with a Pearl Earring,7.0,20
2878,Das Boot,8.4,1
2879,Sorority Boys,5.4,6
2880,About Time,7.8,9
2881,House of Flying Daggers,7.6,11
2882,Arbitrage,6.6,3
2883,Project Almanac,6.4,5
2884,Cadillac Records,7.0,20
2885,Screwed,5.7,6
2886,Fortress,5.9,12
2887,For Your Consideration,6.3,6
2888,Celebrity,6.3,21
2889,Running with Scissors,6.2,3
2890,From Justin to Kelly,2.1,4
2891,Girl 6,5.0,6
2892,In the Cut,5.3,17
2893,Two Lovers,7.1,11
2894,Last Orders,7.0,3
2895,The Host,7.0,19
2896,The Pursuit of D.B. Cooper,5.7,12
2897,Ravenous,7.1,0
2898,Charlie Bartlett,7.0,11
2899,The Great Beauty,7.7,3
2900,The Dangerous Lives of Altar Boys,7.1,3
2901,Stoker,6.8,3
2902,2046,7.5,11
2903,Married Life,6.3,11
2904,Duma,7.3,3
2905,Ondine,6.8,17
2906,Brother,7.2,12
2907,Welcome to Collinwood,6.4,6
2908,Critical Care,6.0,3
2909,The Life Before Her Eyes,6.4,17
2910,Darling Companion,5.1,11
2911,Trade,7.5,12
2912,Fateless,7.1,1
2913,Breakfast of Champions,4.6,6
2914,"A Woman, a Gun and a Noodle Shop",5.7,3
2915,Cypher,6.8,17
2916,City of Life and Death,7.7,1
2917,Home,6.7,8
2918,Legend of Kung Fu Rabbit,3.2,8
2919,Space Battleship Yamato,6.1,5
2920,5 Days of War,5.6,1
2921,Triangle,6.9,17
2922,10 Days in a Madhouse,7.5,3
2923,Heaven Is for Real,5.8,20
2924,Snatch,8.3,12
2925,Dancin' It's On,2.8,4
2926,Pet Sematary,6.6,0
2927,Madadayo,7.5,3
2928,The Cry of the Owl,6.0,3
2929,A Tale of Three Cities,6.2,3
2930,Gremlins,7.2,0
2931,Star Wars: Episode IV - A New Hope,8.7,9
2932,Dirty Grandpa,6.0,6
2933,Doctor Zhivago,8.0,1
2934,Trash,7.2,17
2935,High School Musical 3: Senior Year,4.5,4
2936,The Fighter,7.9,13
2937,Jackass Number Two,7.1,10
2938,My Cousin Vinny,7.5,6
2939,If I Stay,6.8,11
2940,Drive Hard,4.3,6
2941,Major League,7.2,13
2942,St. Trinian's,5.8,6
2943,Phone Booth,7.1,12
2944,A Walk to Remember,7.4,11
2945,Dead Man Walking,7.6,3
2946,Cruel Intentions,6.9,11
2947,Saw VI,6.0,17
2948,History of the World: Part I,6.9,6
2949,The Secret Life of Bees,7.3,3
2950,Corky Romano,4.6,6
2951,Raising Cain,6.0,12
2952,F.I.S.T.,6.4,3
2953,Invaders from Mars,5.5,0
2954,Brooklyn,7.5,11
2955,Barry Lyndon,8.1,1
2956,Out Cold,6.3,13
2957,The Ladies Man,5.1,6
2958,Quartet,6.8,3
2959,Tomcats,5.3,6
2960,Frailty,7.3,12
2961,Woman in Gold,7.3,20
2962,Kinsey,7.1,20
2963,Army of Darkness,7.6,0
2964,Slackers,5.3,11
2965,What's Eating Gilbert Grape,7.8,11
2966,The Visual Bible: The Gospel of John,7.7,20
2967,Vera Drake,7.7,3
2968,The Guru,5.4,11
2969,The Perez Family,6.2,11
2970,Inside Llewyn Davis,7.4,3
2971,O,6.2,11
2972,Return to the Blue Lagoon,5.1,11
2973,The Molly Maguires,6.9,20
2974,Romance & Cigarettes,6.3,4
2975,Copying Beethoven,6.8,20
2976,Poltergeist,7.4,0
2977,Brighton Rock,5.7,12
2978,Saw V,5.8,17
2979,Machine Gun McCain,6.2,12
2980,LOL,4.3,11
2981,Jindabyne,6.4,17
2982,Kabhi Alvida Naa Kehna,6.0,3
2983,An Ideal Husband,6.9,11
2984,The Last Days on Mars,5.5,0
2985,Darkness,5.4,0
2986,2001: A Space Odyssey,8.3,9
2987,E.T. the Extra-Terrestrial,7.9,21
2988,In the Land of Women,6.5,11
2989,The Blue Butterfly,6.3,3
2990,There Goes My Baby,6.4,3
2991,Housefull,5.3,6
2992,September Dawn,5.8,15
2993,For Greater Glory: The True Story of Cristiada,6.6,1
2994,La Famille Bélier,7.4,3
2995,Good Will Hunting,8.3,9
2996,Misconduct,5.3,3
2997,Saw III,6.2,17
2998,Stripes,6.9,1
2999,Bring It On,5.9,13
3000,The Purge: Election Year,6.1,0
3001,She's All That,5.8,11
3002,Precious,7.3,3
3003,Saw IV,5.9,17
3004,White Noise,5.5,17
3005,Madea's Family Reunion,5.0,11
3006,The Color of Money,7.0,21
3007,The Longest Day,7.8,1
3008,The Mighty Ducks,6.4,13
3009,The Grudge,5.9,17
3010,Happy Gilmore,7.0,13
3011,Jeepers Creepers,6.1,17
3012,Bill & Ted's Excellent Adventure,6.9,5
3013,Oliver!,7.5,4
3014,The Best Exotic Marigold Hotel,7.3,3
3015,Recess: School's Out,6.5,8
3016,Mad Max Beyond Thunderdome,6.2,5
3017,Commando,6.7,5
3018,The Boy,6.0,17
3019,Devil,6.3,17
3020,Friday After Next,5.8,6
3021,Insidious: Chapter 3,6.1,0
3022,The Last Dragon,6.9,3
3023,The Lawnmower Man,5.4,0
3024,Nick and Norah's Infinite Playlist,6.7,11
3025,Dogma,7.4,3
3026,The Banger Sisters,5.6,3
3027,Twilight Zone: The Movie,6.5,0
3028,Road House,6.5,12
3029,A Low Down Dirty Shame,5.8,6
3030,Swimfan,5.0,3
3031,Employee of the Month,5.5,11
3032,Can't Hardly Wait,6.5,11
3033,The Outsiders,7.2,3
3034,Pete's Dragon,7.3,8
3035,The Dead Zone,7.2,0
3036,Sinister 2,5.2,17
3037,Sparkle,5.7,3
3038,Valentine,4.7,17
3039,The Fourth Kind,5.9,17
3040,A Prairie Home Companion,6.8,3
3041,Sugar Hill,5.9,3
3042,Invasion U.S.A.,5.3,12
3043,Roll Bounce,6.0,11
3044,Rushmore,7.7,3
3045,Skyline,4.4,5
3046,The Second Best Exotic Marigold Hotel,6.6,3
3047,Kit Kittredge: An American Girl,6.7,3
3048,The Perfect Man,5.5,11
3049,Mo' Better Blues,6.5,11
3050,Kung Pow: Enter the Fist,6.2,6
3051,Tremors,7.1,0
3052,Wrong Turn,6.1,0
3053,The Long Riders,7.1,15
3054,The Corruptor,6.0,17
3055,Mud,7.4,3
3056,Reno 911!: Miami,5.9,6
3057,One Direction: This Is Us,4.1,10
3058,"The Goods: Live Hard, Sell Hard",5.8,6
3059,Hey Arnold! The Movie,5.9,8
3060,My Week with Marilyn,7.0,20
3061,The Matador,6.8,12
3062,Love Jones,7.4,11
3063,The Gift,7.1,17
3064,End of the Spear,7.0,3
3065,Get Over It,5.8,11
3066,Office Space,7.8,6
3067,Drop Dead Gorgeous,6.5,11
3068,Big Eyes,7.0,21
3069,Very Bad Things,6.3,12
3070,Sleepover,5.3,11
3071,Body Double,6.8,17
3072,MacGruber,5.5,11
3073,Dirty Pretty Things,7.4,12
3074,Movie 43,4.3,6
3075,The Tourist,6.0,12
3076,Over Her Dead Body,5.2,11
3077,Seeking a Friend for the End of the World,6.7,11
3078,Cedar Rapids,6.3,6
3079,American History X,8.6,3
3080,The Collection,6.1,0
3081,Teacher's Pet,5.8,4
3082,The Red Violin,7.7,17
3083,The Straight Story,8.0,20
3084,Deuces Wild,5.6,12
3085,Bad Words,6.7,3
3086,"Run, Fatboy, Run",6.6,13
3087,Heartbeeps,4.2,6
3088,Black or White,6.6,3
3089,On the Line,4.1,6
3090,Rescue Dawn,7.3,1
3091,Danny Collins,7.1,3
3092,"Jeff, Who Lives at Home",6.5,3
3093,I Am Love,7.0,11
3094,Atlas Shrugged II: The Strike,5.5,17
3095,Romeo Is Bleeding,6.6,12
3096,The Limey,7.1,17
3097,Crash,7.9,12
3098,The House of Mirth,7.1,11
3099,Malone,5.6,12
3100,Peaceful Warrior,7.3,13
3101,Bucky Larson: Born to Be a Star,3.3,6
3102,Bamboozled,6.5,3
3103,The Forest,4.8,17
3104,Sphinx,5.2,17
3105,While We're Young,6.3,3
3106,A Better Life,7.2,11
3107,Spider,6.8,17
3108,Gun Shy,5.7,11
3109,Nicholas Nickleby,7.2,11
3110,The Iceman,6.9,20
3111,Krrish,6.3,5
3112,Cecil B. DeMented,6.2,12
3113,Killer Joe,6.7,12
3114,The Joneses,6.5,3
3115,Owning Mahowny,7.2,12
3116,The Brothers Solomon,5.3,6
3117,My Blueberry Nights,6.7,11
3118,Illuminata,6.2,3
3119,Swept Away,3.6,11
3120,"War, Inc.",5.7,6
3121,Shaolin Soccer,7.3,13
3122,The Brown Bunny,5.0,3
3123,The Swindle,6.6,12
3124,Rosewater,6.6,20
3125,The Chambermaid on the Titanic,6.8,11
3126,Coriolanus,6.2,1
3127,Imaginary Heroes,7.3,3
3128,High Heels and Low Lifes,6.2,6
3129,World's Greatest Dad,6.9,3
3130,Severance,6.6,0
3131,Edmond,6.3,3
3132,Welcome to the Rileys,7.0,3
3133,Police Academy: Mission to Moscow,3.3,6
3134,Blood Done Sign My Name,6.7,3
3135,"Cinco de Mayo, La Batalla",6.2,1
3136,Elsa & Fred,6.5,11
3137,An Alan Smithee Film: Burn Hollywood Burn,3.5,6
3138,The Open Road,5.5,6
3139,The Good Guy,5.9,11
3140,Motherhood,4.7,6
3141,Free Style,4.2,3
3142,Strangerland,5.2,17
3143,The Janky Promoters,5.2,6
3144,Blonde Ambition,3.9,11
3145,The Oxford Murders,6.1,17
3146,The Reef,5.8,0
3147,Eulogy,6.7,3
3148,White Noise 2: The Light,5.7,0
3149,You Got Served: Beat the World,4.5,3
3150,Fifty Dead Men Walking,6.9,3
3151,Jungle Shuffle,4.8,8
3152,Adam Resurrected,6.3,1
3153,Of Horses and Men,6.9,11
3154,It's a Wonderful Afterlife,5.4,11
3155,The Devil's Tomb,3.8,0
3156,Partition,7.0,11
3157,Good Intentions,5.2,6
3158,"The Good, the Bad, the Weird",7.3,15
3159,Nurse 3D,4.6,0
3160,Gunless,6.5,15
3161,Adventureland,6.8,11
3162,The Lost City,6.7,11
3163,Next Friday,6.1,6
3164,American Heist,5.2,12
3165,You Only Live Twice,6.9,5
3166,Plastic,6.0,12
3167,Amour,7.9,11
3168,Poltergeist III,4.5,0
3169,Re-Kill,5.1,0
3170,"It's a Mad, Mad, Mad, Mad World",7.6,5
3171,Volver,7.6,17
3172,Heavy Metal,6.7,8
3173,Gentlemen Broncos,6.1,5
3174,Richard III,7.5,1
3175,Into the Grizzly Maze,5.3,0
3176,Kites,6.0,12
3177,Melancholia,7.1,9
3178,Red Dog,7.5,20
3179,Jab Tak Hai Jaan,6.9,11
3180,Alien,8.5,9
3181,The Texas Chain Saw Massacre,7.5,0
3182,The Runaways,6.6,20
3183,Fiddler on the Roof,8.0,4
3184,Thunderball,7.0,5
3185,Detention,5.8,0
3186,Loose Cannons,7.3,11
3187,Set It Off,6.8,12
3188,The Best Man,6.7,3
3189,Child's Play,6.5,0
3190,Sicko,8.0,10
3191,The Purge: Anarchy,6.5,0
3192,Down to You,4.9,11
3193,Harold & Kumar Go to White Castle,7.1,6
3194,The Contender,7.0,3
3195,Boiler Room,7.0,12
3196,Trading Places,7.5,6
3197,Black Christmas,4.5,0
3198,Breakin' All the Rules,5.5,11
3199,Henry V,7.7,1
3200,The Savages,7.2,3
3201,Chasing Papi,4.8,11
3202,The Way of the Gun,6.7,12
3203,Igby Goes Down,7.0,3
3204,PCU,6.5,6
3205,The Ultimate Gift,7.4,11
3206,The Ice Pirates,5.7,5
3207,Gracie,6.2,13
3208,Trust the Man,5.7,11
3209,Hamlet 2,6.4,6
3210,Velvet Goldmine,7.0,3
3211,The Wailing,7.7,17
3212,Glee: The 3D Concert Movie,5.4,10
3213,The Legend of Suriyothai,6.6,1
3214,Two Evil Eyes,6.1,0
3215,Barbecue,6.1,6
3216,All or Nothing,7.6,3
3217,Princess Kaiulani,6.2,3
3218,Opal Dream,6.6,3
3219,Heist,6.1,12
3220,Flame and Citron,7.3,1
3221,Undiscovered,4.2,11
3222,Red Riding: In the Year of Our Lord 1974,7.1,17
3223,The Girl on the Train,6.0,3
3224,Veronika Decides to Die,6.5,11
3225,Crocodile Dundee,6.5,6
3226,"Ultramarines: A Warhammer 40,000 Movie",5.7,0
3227,The I Inside,6.1,17
3228,Beneath Hill 60,7.1,1
3229,Polisse,7.3,3
3230,Awake,6.5,17
3231,Skin Trade,5.7,12
3232,The Lost Boys,7.2,0
3233,Crazy Heart,7.3,11
3234,The Rose,6.9,11
3235,Baggage Claim,5.0,6
3236,Barbarella,5.9,5
3237,Shipwrecked,6.7,6
3238,Election,7.3,3
3239,The Namesake,7.6,3
3240,The DUFF,6.5,6
3241,Glitter,2.1,11
